Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Impôts et taxes indirects,Impôts et taxes,64500000,64,0,,Expense,
Droits d’enregistrement,Impôts et taxes,646,64,1,,Expense,
Droits de mutation,Droits d’enregistrement,64610000,646,0,,Expense,
Droits de timbre,Droits d’enregistrement,64620000,646,0,,Expense,
Taxes sur les véhicules de société,Droits d’enregistrement,64630000,646,0,,Expense,
Vignettes,Droits d’enregistrement,64640000,646,0,,Expense,
Autres droits,Droits d’enregistrement,64680000,646,0,,Expense,
Pénalités et amendes fiscales,Impôts et taxes,647,64,1,,Expense,
"Pénalités d’assiette, impôts directs",Pénalités et amendes fiscales,64710000,647,0,,Expense,
"Pénalités d’assiette, impôts indirects",Pénalités et amendes fiscales,64720000,647,0,,Expense,
"Pénalités de recouvrement, impôts directs",Pénalités et amendes fiscales,64730000,647,0,,Expense,
"Pénalités de recouvrement, impôts indirects",Pénalités et amendes fiscales,64740000,647,0,,Expense,
Autres amendes pénales et fiscales,Pénalités et amendes fiscales,64780000,647,0,,Expense,
Autres impôts et taxes,Impôts et taxes,64800000,64,0,,Expense,
Autres charges,Comptes de charges des activités ordinaires,65,Classe 6,1,,Expense,
Pertes sur créances clients et autres débiteurs,Autres charges,651,65,1,,Expense,
Clients,Pertes sur créances clients et autres débiteurs,65110000,651,0,,Expense,
Autres débiteurs,Pertes sur créances clients et autres débiteurs,65150000,651,0,,Expense,
Quote-part de résultat sur opérations faites en commun,Autres charges,652,65,1,,Expense,
Quote-part transférée de bénéfices (comptabilité du gérant),Quote-part de résultat sur opérations faites en commun,65210000,652,0,,Expense,
Pertes imputées par transfert (comptabilité des associés non gérants),Quote-part de résultat sur opérations faites en commun,65250000,652,0,,Expense,
Quote-part de résultat annulée sur exécution partielle de contrats pluri-exercices,Autres charges,65300000,65,0,,Expense,
Valeur comptable des cessions courantes d’immobilisations,Autres charges,65400000,65,0,,Expense,
Charges diverses,Autres charges,658,65,1,,Expense,
Jetons de présence et autres rémunérations d’administrateurs,Charges diverses,65810000,658,0,,Expense,
Dons,Charges diverses,65820000,658,0,,Expense,
Mécénat,Charges diverses,65830000,658,0,,Expense,
Charges provisionnées d’exploi-tation,Autres charges,659,65,1,,Expense,
sur risques à court terme,Charges provisionnées d’exploi-tation,65910000,659,0,,Expense,
sur stocks,Charges provisionnées d’exploi-tation,65930000,659,0,,Expense,
sur créances,Charges provisionnées d’exploi-tation,65940000,659,0,,Expense,
Autres charges provisionnées,Charges provisionnées d’exploi-tation,65980000,659,0,,Expense,
Charges de personnel,Comptes de charges des activités ordinaires,66,Classe 6,1,,Expense,
Rémunérations directes versées au personnel national,Charges de personnel,661,66,1,,Expense,
Appointements salaires et commissions,Rémunérations directes versées au personnel national,66110000,661,0,,Expense,
Primes et gratifications,Rémunérations directes versées au personnel national,66120000,661,0,,Expense,
Congés payés,Rémunérations directes versées au personnel national,66130000,661,0,,Expense,
"Indemnités de préavis, de licenciement et de recherche d’em-bauche",Rémunérations directes versées au personnel national,66140000,661,0,,Expense,
Indemnités de maladie versées aux travailleurs,Rémunérations directes versées au personnel national,66150000,661,0,,Expense,
Supplément familial,Rémunérations directes versées au personnel national,66160000,661,0,,Expense,
Avantages en nature,Rémunérations directes versées au personnel national,66170000,661,0,,Expense,
"Autres rémunérations directes"",",Rémunérations directes versées au personnel national,66180000,661,0,,Expense,
Rémunérations directes versées au personnel non national,Charges de personnel,662,66,1,,Expense,
Appointements salaires et commissions,Rémunérations directes versées au personnel non national,66210000,662,0,,Expense,
Primes et gratifications,Rémunérations directes versées au personnel non national,66220000,662,0,,Expense,
Congés payés,Rémunérations directes versées au personnel non national,66230000,662,0,,Expense,
"Indemnités de préavis, de licenciement et de recherche d’em-bauche",Rémunérations directes versées au personnel non national,66240000,662,0,,Expense,
Indemnités de maladie versées aux travailleurs,Rémunérations directes versées au personnel non national,66250000,662,0,,Expense,
Supplément familial,Rémunérations directes versées au personnel non national,66260000,662,0,,Expense,
Avantages en nature,Rémunérations directes versées au personnel non national,66270000,662,0,,Expense,
Autres rémunérations directes,Rémunérations directes versées au personnel non national,66280000,662,0,,Expense,
ndemnités forfaitaires versées au personnel,Charges de personnel,663,66,1,,Expense,
Indemnités de logement,ndemnités forfaitaires versées au personnel,66310000,663,0,,Expense,
Indemnités de représentation,ndemnités forfaitaires versées au personnel,66320000,663,0,,Expense,
Indemnités d’expatriation,ndemnités forfaitaires versées au personnel,66330000,663,0,,Expense,
Autres indemnités et avantages divers,ndemnités forfaitaires versées au personnel,66380000,663,0,,Expense,
harges sociales,Charges de personnel,664,66,1,,Expense,
Charges sociales sur rémunération du personnel national,harges sociales,66410000,664,0,,Expense,
Charges sociales sur rémunération du personnel non national,harges sociales,66420000,664,0,,Expense,
émunérations et charges sociales de l’exploitant individuel,Charges de personnel,666,66,1,,Expense,
Rémunération du travail de l’exploitant,émunérations et charges sociales de l’exploitant individuel,66610000,666,0,,Expense,
Charges sociales,émunérations et charges sociales de l’exploitant individuel,66620000,666,0,,Expense,
émunération transférée de personnel extérieur,Charges de personnel,667,66,1,,Expense,
Personnel intérimaire,émunération transférée de personnel extérieur,66710000,667,0,,Expense,
Personnel détaché ou prêté à l’entreprise,émunération transférée de personnel extérieur,66720000,667,0,,Expense,
utres charges sociales,Charges de personnel,668,66,1,,Expense,
"Versements aux syndicats et comités d’entreprise, d’établisse-ment",utres charges sociales,66810000,668,0,,Expense,
Versements aux comités d’hygiène et de sécurité,utres charges sociales,66820000,668,0,,Expense,
Versements aux autres œuvres sociales,utres charges sociales,66830000,668,0,,Expense,
Médecine du travail et pharmacie,utres charges sociales,66840000,668,0,,Expense,
Frais financiers et charges assimilées,Comptes de charges des activités ordinaires,67,Classe 6,1,,Expense,
Intérêts des emprunts,Frais financiers et charges assimilées,671,67,1,,Expense,
Emprunts obligataires,Intérêts des emprunts,67110000,671,0,,Expense,
Emprunts auprès des établissements de crédit,Intérêts des emprunts,67120000,671,0,,Expense,
Dettes liées à des participations,Intérêts des emprunts,67130000,671,0,,Expense,
Intérêts dans loyers de crédit-bail et contrats assimilés,Frais financiers et charges assimilées,672,67,1,,Expense,
Intérêts dans loyers de crédit-bail immobilier,Intérêts dans loyers de crédit-bail et contrats assimilés,67210000,672,0,,Expense,
Intérêts dans loyers de crédit-bail mobilier,Intérêts dans loyers de crédit-bail et contrats assimilés,67220000,672,0,,Expense,
Intérêts dans loyers des autres contrats,Intérêts dans loyers de crédit-bail et contrats assimilés,67230000,672,0,,Expense,
Escomptes accordés,Frais financiers et charges assimilées,67300000,67,0,,Expense,
Autres intérêts,Frais financiers et charges assimilées,674,67,1,,Expense,
Avances reçues et dépôts créditeurs,Autres intérêts,67410000,674,0,,Expense,
Comptes courants bloqués,Autres intérêts,67420000,674,0,,Expense,
Intérêts sur obligations cautionnées,Autres intérêts,67430000,674,0,,Expense,
Intérêts sur dettes commerciales,Autres intérêts,67440000,674,0,,Expense,
Intérêts bancaires et sur opérations de trésorerie et d’es-compte,Autres intérêts,67450000,674,0,,Expense,
Intérêts sur dettes diverses,Autres intérêts,67480000,674,0,,Expense,
"Escomptes des effets de commerce"",",Frais financiers et charges assimilées,67500000,67,0,,Expense,
Pertes de change,Frais financiers et charges assimilées,67600000,67,0,,Expense,
Pertes sur cessions de titres de placement,Frais financiers et charges assimilées,67700000,67,0,,Expense,
Pertes sur risques financiers,Frais financiers et charges assimilées,678,67,1,,Expense,
Sur rentes viagères,Pertes sur risques financiers,67810000,678,0,,Expense,
Sur opérations financières,Pertes sur risques financiers,67820000,678,0,,Expense,
Sur instruments de trésorerie,Pertes sur risques financiers,67840000,678,0,,Expense,
Charges provisionnées financières,Frais financiers et charges assimilées,679,67,1,,Expense,
Sur risques financiers,Charges provisionnées financières,67910000,679,0,,Expense,
Sur titres de placement,Charges provisionnées financières,67950000,679,0,,Expense,
Autres charges provisionnées financières,Charges provisionnées financières,67980000,679,0,,Expense,
Dotations aux amortissements,Comptes de charges des activités ordinaires,68,Classe 6,1,Depreciation,Expense,
Dotations aux amortissements d’exploitation,Dotations aux amortissements,681,68,1,Depreciation,Expense,
Dotations aux amortissements d’exploitation,Dotations aux amortissements,68100,68,0,Depreciation,Expense,
Dotations aux amortissements des charges immobilisées,Dotations aux amortissements d’exploitation,68110000,681,0,Depreciation,Expense,
Dotations aux amortissements des immobilisations incorporelles,Dotations aux amortissements d’exploitation,68120000,681,0,Depreciation,Expense,
Dotations aux amortissements des immobilisations corporelles,Dotations aux amortissements d’exploitation,68130000,681,0,Depreciation,Expense,
Dotations aux amortissements à caractère financier,Dotations aux amortissements,687,68,1,Depreciation,Expense,
Dotations aux amortissements des primes de remboursement des obligations,Dotations aux amortissements à caractère financier,68720000,687,0,Depreciation,Expense,
Autres dotations aux amortissements à caractère financier,Dotations aux amortissements à caractère financier,68780000,687,0,Depreciation,Expense,
Dotations aux provisions,Comptes de charges des activités ordinaires,69,Classe 6,1,Depreciation,Expense,
Dotations aux provisions d’ex-ploitation,Dotations aux provisions,691,69,1,Depreciation,Expense,
Pour risques et charges,Dotations aux provisions d’ex-ploitation,69110000,691,0,Depreciation,Expense,
Pour grosses réparations,Dotations aux provisions d’ex-ploitation,69120000,691,0,Depreciation,Expense,
Pour dépréciation des immobilisations incorporelles,Dotations aux provisions d’ex-ploitation,69130000,691,0,Depreciation,Expense,
Pour dépréciation des immobilisations corporelles,Dotations aux provisions d’ex-ploitation,69140000,691,0,Depreciation,Expense,
Dotations aux provisions financières,Dotations aux provisions,697,69,1,Depreciation,Expense,
Pour risques et charges,Dotations aux provisions financières,69710000,697,0,Depreciation,Expense,
Pour dépréciation des immobilisations financières,Dotations aux provisions financières,69720000,697,0,Depreciation,Expense,
Comptes de produits des activités ordinaires,,Classe 7,,1,,Income,
VENTES,Comptes de produits des activités ordinaires,70,Classe 7,1,,Income,
VENTES DE MARCHANDISES,VENTES,701,70,1,,Income,
Dans la Région,VENTES,70000,70,0,,Income,
Dans la Région [5],VENTES DE MARCHANDISES,70110000,701,0,,Income,
Hors Région (1),VENTES DE MARCHANDISES,70120000,701,0,,Income,
Aux entreprises du groupe dans la Région,VENTES DE MARCHANDISES,70130000,701,0,,Income,
Aux entreprises du groupe hors Région,VENTES DE MARCHANDISES,70140000,701,0,,Income,
Ventes de produits finis,VENTES,702,70,1,,Income,
Dans la Région (1),Ventes de produits finis,70210000,702,0,,Income,
Hors Région (1),Ventes de produits finis,70220000,702,0,,Income,
Aux entreprises du groupe dans la Région,Ventes de produits finis,70230000,702,0,,Income,
Aux entreprises du groupe hors Région,Ventes de produits finis,70240000,702,0,,Income,
Ventes de produits intermédiaires,VENTES,703,70,1,,Income,
Dans la Région (1),Ventes de produits intermédiaires,70310000,703,0,,Income,
"Hors Région (1)"",",Ventes de produits intermédiaires,70320000,703,0,,Income,
Aux entreprises du groupe dans la Région,Ventes de produits intermédiaires,70330000,703,0,,Income,
Aux entreprises du groupe hors Région,Ventes de produits intermédiaires,70340000,703,0,,Income,
Ventes de produits résiduels,VENTES,704,70,1,,Income,
Dans la Région (1),Ventes de produits résiduels,70410000,704,0,,Income,
Hors Région (1),Ventes de produits résiduels,70420000,704,0,,Income,
Aux entreprises du groupe dans la Région,Ventes de produits résiduels,70430000,704,0,,Income,
Aux entreprises du groupe hors Région,Ventes de produits résiduels,70440000,704,0,,Income,
Travaux facturés,VENTES,705,70,1,,Income,
Dans la Région (1),Travaux facturés,70510000,705,0,,Income,
Hors Région (1),Travaux facturés,70520000,705,0,,Income,
Aux entreprises du groupe dans la Région,Travaux facturés,70530000,705,0,,Income,
Aux entreprises du groupe hors Région,Travaux facturés,70540000,705,0,,Income,
Services vendus,VENTES,706,70,1,,Income,
Dans la Région (1),Services vendus,70610000,706,0,,Income,
Hors Région (1),Services vendus,70620000,706,0,,Income,
Aux entreprises du groupe dans la Région,Services vendus,70630000,706,0,,Income,
Aux entreprises du groupe hors Région,Services vendus,70640000,706,0,,Income,
Produits accessoires,VENTES,707,70,1,,Income,
"Ports, emballages perdus et autres frais facturés",Produits accessoires,70710000,707,0,,Income,
Commissions et courtages [6],Produits accessoires,70720000,707,0,,Income,
Locations (2),Produits accessoires,70730000,707,0,,Income,
Bonis sur reprises et cessions d’emballages,Produits accessoires,70740000,707,0,,Income,
Mise à disposition de personnel (2),Produits accessoires,70750000,707,0,,Income,
"Redevances pour brevets, logiciels, marques et droits similaires (2)",Produits accessoires,70760000,707,0,,Income,
Services exploités dans l’intérêt du personnel,Produits accessoires,70770000,707,0,,Income,
Autres produits accessoires,Produits accessoires,70780000,707,0,,Income,
Subventions d’exploitation,Comptes de produits des activités ordinaires,71,Classe 7,1,,Income,
Sur produits à l’exportation,Subventions d’exploitation,71100000,71,0,,Income,
Sur produits à l’importation,Subventions d’exploitation,71200000,71,0,,Income,
Sur produits de péréquation,Subventions d’exploitation,71300000,71,0,,Income,
Autres subventions d’exploita-tion,Subventions d’exploitation,718,71,1,,Income,
Versées par l’État et les collectivités publiques,Autres subventions d’exploita-tion,71810000,718,0,,Income,
Versées par les organismes internationaux,Autres subventions d’exploita-tion,71820000,718,0,,Income,
Versées par des tiers,Autres subventions d’exploita-tion,71830000,718,0,,Income,
Production immobilisée,Comptes de charges des activités ordinaires,72,Classe 6,1,,Expense,
Immobilisations incorporelles,Production immobilisée,72100000,72,0,,Expense,
Immobilisations corporelles,Production immobilisée,72200000,72,0,,Expense,
Immobilisations financières [7],Production immobilisée,72600000,72,0,,Expense,
Variations des stocks de biens et de services produits,Comptes de charges des activités ordinaires,73,Classe 6,1,,Expense,
Variations des stocks de produits en cours,Variations des stocks de biens et de services produits,734,73,1,,Expense,
Produits en cours,Variations des stocks de produits en cours,73410000,734,0,,Expense,
Travaux en cours,Variations des stocks de produits en cours,73420000,734,0,,Expense,
Variations des en-cours de services,Variations des stocks de biens et de services produits,735,73,1,,Expense,
"Études en cours"",",Variations des en-cours de services,73510000,735,0,,Expense,
Prestations de services en cours,Variations des en-cours de services,73520000,735,0,,Expense,
Variations des stocks de produits finis,Variations des stocks de biens et de services produits,73600000,73,0,Cost of Goods Sold,Expense,
Variations des stocks de produits intermédiaires et résiduels,Variations des stocks de biens et de services produits,737,73,1,,Expense,
Produits intermédiaires,Variations des stocks de produits intermédiaires et résiduels,73710000,737,0,,Expense,
Produits résiduels,Variations des stocks de produits intermédiaires et résiduels,73720000,737,0,,Expense,
Autres produits,Comptes de produits des activités ordinaires,75,Classe 7,1,,Income,
Quote-part de résultat sur opérations faites en commun,Autres produits,752,75,1,,Income,
Quote-part transférée de pertes (comptabilité du gérant),Quote-part de résultat sur opérations faites en commun,75210000,752,0,,Income,
Bénéfices attribués par transfert (comptabilité des associés non gérants),Quote-part de résultat sur opérations faites en commun,75250000,752,0,,Income,
Quote-part de résultat sur exécution partielle de contrats pluri-exercices,Autres produits,75300000,75,0,,Income,
Produits des cessions courantes d’immobilisations,Autres produits,75400000,75,0,,Income,
Produits divers,Autres produits,758,75,1,,Income,
Jetons de présence et autres rémunérations d’administrateurs,Produits divers,75810000,758,0,,Income,
Indemnités d’assurances reçues,Produits divers,75820000,758,0,,Income,
Reprises de charges provisionnées d’exploitation,Autres produits,759,75,1,,Income,
Sur risques à court terme,Reprises de charges provisionnées d’exploitation,75910000,759,0,,Income,
Sur stocks,Reprises de charges provisionnées d’exploitation,75930000,759,0,,Income,
Sur créances,Reprises de charges provisionnées d’exploitation,75940000,759,0,,Income,
Sur autres charges provisionnées,Reprises de charges provisionnées d’exploitation,75980000,759,0,,Income,
Revenus financiers et produits assimilés,Comptes de produits des activités ordinaires,77,Classe 7,1,,Income,
Intérêts de prêts,Revenus financiers et produits assimilés,77100000,77,0,,Income,
Revenus de participations,Revenus financiers et produits assimilés,77200000,77,0,,Income,
Escomptes obtenus,Revenus financiers et produits assimilés,77300000,77,0,,Income,
Revenus de titres de placement,Revenus financiers et produits assimilés,77400000,77,0,,Income,
Gains de change,Revenus financiers et produits assimilés,77600000,77,0,,Income,
Gains sur cessions de titres de placement,Revenus financiers et produits assimilés,77700000,77,0,,Income,
Gains sur risques financiers,Revenus financiers et produits assimilés,778,77,1,,Income,
Sur rentes viagères,Gains sur risques financiers,77810000,778,0,,Income,
Sur opérations financières,Gains sur risques financiers,77820000,778,0,,Income,
Sur instruments de trésorerie,Gains sur risques financiers,77840000,778,0,,Income,
Reprises de charges provisionnées financières,Revenus financiers et produits assimilés,779,77,1,,Income,
Sur risques financiers,Reprises de charges provisionnées financières,77910000,779,0,,Income,
Sur titres de placement,Reprises de charges provisionnées financières,77950000,779,0,,Income,
Autres charges provisionnées financières,Reprises de charges provisionnées financières,77980000,779,0,,Income,
Transferts de charges,Comptes de produits des activités ordinaires,78,Classe 7,1,,Income,
Transferts de charges d’exploitation,Transferts de charges,78100000,78,0,,Income,
Transferts de charges financieres,Transferts de charges,78700000,78,0,,Income,
Reprises de provisions,Comptes de produits des activités ordinaires,79,Classe 7,1,,Income,
Reprises de provisions d’exploi-tation,Reprises de provisions,791,79,1,,Income,
Pour risques et charges,Reprises de provisions d’exploi-tation,79110000,791,0,,Income,
Pour grosses réparations,Reprises de provisions d’exploi-tation,79120000,791,0,,Income,
Pour dépréciation des immobilisations incorporelles,Reprises de provisions d’exploi-tation,79130000,791,0,,Income,
"Pour dépréciation des immobilisations corporelles"",",Reprises de provisions d’exploi-tation,79140000,791,0,,Income,
Reprises de provisions financières,Reprises de provisions,797,79,1,,Income,
Pour risques et charges,Reprises de provisions financières,79710000,797,0,,Income,
Pour dépréciation des immobilisations financières,Reprises de provisions financières,79720000,797,0,,Income,
Reprises d’amortissements [8],Reprises de provisions,79800000,79,0,,Income,
Comptes des autres charges et des autres produits,,Classes 8,,1,,Expense,
Valeurs comptables des cessions d’immobilisations,Comptes des autres charges et des autres produits,81,Classes 8,1,,Expense,
Immobilisations incorporelles,Valeurs comptables des cessions d’immobilisations,81100000,81,0,,Expense,
Immobilisations corporelles,Valeurs comptables des cessions d’immobilisations,81200000,81,0,,Expense,
Immobilisations financières,Valeurs comptables des cessions d’immobilisations,81600000,81,0,,Expense,
Produits des cessions d’immobilisa-tions,Comptes des autres charges et des autres produits,82,Classes 8,1,,Expense,
Immobilisations incorporelles,Produits des cessions d’immobilisa-tions,82100000,82,0,,Expense,
Immobilisations corporelles,Produits des cessions d’immobilisa-tions,82200000,82,0,,Expense,
Immobilisations financières,Produits des cessions d’immobilisa-tions,82600000,82,0,,Expense,
Charges hors activités ordinaires,Comptes des autres charges et des autres produits,83,Classes 8,1,,Expense,
Charges HAO constatées,Charges hors activités ordinaires,83100000,83,0,,Expense,
Pertes sur créances HAO,Charges hors activités ordinaires,83400000,83,0,,Expense,
Dons et libéralités accordés,Charges hors activités ordinaires,83500000,83,0,,Expense,
Abandons de créances consentis,Charges hors activités ordinaires,83600000,83,0,,Expense,
Charges provisionnées HAO,Charges hors activités ordinaires,83900000,83,0,,Expense,
Produits hors activités ordinaires,Comptes des autres charges et des autres produits,84,Classes 8,1,,Expense,
Produits HAO constatés,Produits hors activités ordinaires,84100000,84,0,,Expense,
Dons et libéralités obtenus,Produits hors activités ordinaires,84500000,84,0,,Expense,
Abandons de créances obtenus,Produits hors activités ordinaires,84600000,84,0,,Expense,
Transferts de charges HAO,Produits hors activités ordinaires,84800000,84,0,,Expense,
Reprises des charges provisionnées HAO,Produits hors activités ordinaires,84900000,84,0,,Expense,
Dotations hors activités ordinaires,Comptes des autres charges et des autres produits,85,Classes 8,1,,Expense,
Dotations aux provisions réglementées,Dotations hors activités ordinaires,85100000,85,0,,Expense,
Dotations aux amortissements HAO,Dotations hors activités ordinaires,85200000,85,0,,Expense,
Dotations aux provisions pour dépréciation HAO,Dotations hors activités ordinaires,85300000,85,0,,Expense,
Dotations aux provisions pour risques et charges HAO,Dotations hors activités ordinaires,85400000,85,0,,Expense,
Autres dotations HAO,Dotations hors activités ordinaires,85800000,85,0,,Expense,
Reprises hors activités ordinaires,Comptes des autres charges et des autres produits,86,Classes 8,1,,Expense,
Reprises de provisions réglementées,Reprises hors activités ordinaires,86100000,86,0,,Expense,
Reprises d’amortissements,Reprises hors activités ordinaires,86200000,86,0,,Expense,
Reprises de provisions pour dépréciation HAO,Reprises hors activités ordinaires,86300000,86,0,,Expense,
Reprises de provisions pour risques et charges HAO,Reprises hors activités ordinaires,86400000,86,0,,Expense,
Reprises de subventions d’inves-tissement,Reprises hors activités ordinaires,86500000,86,0,,Expense,
"Autres reprises HAO"",",Reprises hors activités ordinaires,86800000,86,0,,Expense,
participation des travailleurs,Comptes des autres charges et des autres produits,87,Classes 8,1,,Expense,
Participation légale aux bénéfices,participation des travailleurs,87100000,87,0,,Expense,
Participation contractuelle aux bénéfices,participation des travailleurs,87400000,87,0,,Expense,
Autres participations,participation des travailleurs,87800000,87,0,,Expense,
Subventions d’équilibre,Comptes des autres charges et des autres produits,88,Classes 8,1,,Expense,
État,Subventions d’équilibre,88100000,88,0,,Expense,
Collectivités publiques,Subventions d’équilibre,88400000,88,0,,Expense,
Groupe,Subventions d’équilibre,88600000,88,0,,Expense,
Autres,Subventions d’équilibre,88800000,88,0,,Expense,
Impôts sur le résultat,Comptes des autres charges et des autres produits,89,Classes 8,1,,Expense,
Impôts sur les bénéfices de l’exercice,Impôts sur le résultat,891,89,1,,Expense,
Activités exercées dans l’État,Impôts sur les bénéfices de l’exercice,89110000,891,0,,Expense,
Activités exercées dans les autres États de la Région,Impôts sur les bénéfices de l’exercice,89120000,891,0,,Expense,
Activités exercées hors Région,Impôts sur les bénéfices de l’exercice,89130000,891,0,,Expense,
Rappel d’impôts sur résultats antérieurs,Impôts sur le résultat,89200000,89,0,,Expense,
Impôt minimum forfaitaire IMF,Impôts sur le résultat,89500000,89,0,,Expense,
Dégrèvements et annulations d’impôts sur résultats antérieurs,Impôts sur le résultat,899,89,1,,Expense,
Dégrèvements,Dégrèvements et annulations d’impôts sur résultats antérieurs,89910000,899,0,,Expense,
Annulations pour pertes rétroactives,Dégrèvements et annulations d’impôts sur résultats antérieurs,89940000,899,0,,Expense,
Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,,Classes 9,,1,,Liability,
Engagements obtenus et engagements accordés,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,9,Classes 9,1,,Liability,
Engagements de financement obtenus,Engagements obtenus et engagements accordés,901,9,1,,Liability,
Crédits confirmés obtenus,Engagements de financement obtenus,90110000,901,0,,Liability,
Emprunts restant à encaisser,Engagements de financement obtenus,90120000,901,0,,Liability,
Facilités de financement renouvelables,Engagements de financement obtenus,90130000,901,0,,Liability,
Facilités d’émission,Engagements de financement obtenus,90140000,901,0,,Liability,
Autres engagements de financement obtenus,Engagements de financement obtenus,90180000,901,0,,Liability,
Engagements de garantie obtenus,Engagements obtenus et engagements accordés,902,9,1,,Liability,
Avals obtenus,Engagements de garantie obtenus,90210000,902,0,,Liability,
"Cautions, garanties obtenues",Engagements de garantie obtenus,90220000,902,0,,Liability,
Hypothèques obtenues,Engagements de garantie obtenus,90230000,902,0,,Liability,
Effets endossés par des tiers,Engagements de garantie obtenus,90240000,902,0,,Liability,
Autres garanties obtenues,Engagements de garantie obtenus,90280000,902,0,,Liability,
Engagements réciproques,Engagements obtenus et engagements accordés,903,9,1,,Liability,
Achats de marchandises à terme,Engagements réciproques,90310000,903,0,,Liability,
"Achats à terme de devises"",",Engagements réciproques,90320000,903,0,,Liability,
Commandes fermes des clients,Engagements réciproques,90330000,903,0,,Liability,
Autres engagements réciproques,Engagements réciproques,90380000,903,0,,Liability,
utres engagements obtenus,Engagements obtenus et engagements accordés,904,9,1,,Liability,
Abandons de créances conditionnels,utres engagements obtenus,90410000,904,0,,Liability,
Ventes avec clause de réserve de propriété,utres engagements obtenus,90430000,904,0,,Liability,
Divers engagements obtenus,utres engagements obtenus,90480000,904,0,,Liability,
Engagements de financement accordés,Engagements obtenus et engagements accordés,905,9,1,,Liability,
Crédits accordés non décaissés,Engagements de financement accordés,90510000,905,0,,Liability,
Autres engagements de financement accordés,Engagements de financement accordés,90580000,905,0,,Liability,
Engagements de garantie accordés,Engagements obtenus et engagements accordés,906,9,1,,Liability,
Avals accordés,Engagements de garantie accordés,90610000,906,0,,Liability,
"Cautions, garanties accordées",Engagements de garantie accordés,90620000,906,0,,Liability,
Hypothèques accordées,Engagements de garantie accordés,90630000,906,0,,Liability,
Effets endossés par l’entre-prise,Engagements de garantie accordés,90640000,906,0,,Liability,
Autres garanties accordées,Engagements de garantie accordés,90680000,906,0,,Liability,
Engagements réciproques,Engagements obtenus et engagements accordés,907,9,1,,Liability,
Ventes de marchandises à terme,Engagements réciproques,90710000,907,0,,Liability,
Ventes à terme de devises,Engagements réciproques,90720000,907,0,,Liability,
Commandes fermes aux fournisseurs,Engagements réciproques,90730000,907,0,,Liability,
Autres engagements réciproques,Engagements réciproques,90780000,907,0,,Liability,
Autres engagements accordés,Engagements obtenus et engagements accordés,908,9,1,,Liability,
Annulations conditionnelles de dettes,Autres engagements accordés,90810000,908,0,,Liability,
Engagements de retraite,Autres engagements accordés,90820000,908,0,,Liability,
Achats avec clause de réserve de propriété,Autres engagements accordés,90830000,908,0,,Liability,
Divers engagements accordés,Autres engagements accordés,90880000,908,0,,Liability,
CONTREPARTIES DES ENGAGEMENTS,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,91,Classes 9,1,,Liability,
"Contrepartie des engagements obtenus, 901 à 904",CONTREPARTIES DES ENGAGEMENTS,91100000,91,0,,Liability,
"Contrepartie des engagements obtenus, 901 à 904",CONTREPARTIES DES ENGAGEMENTS,91200000,91,0,,Liability,
"Contrepartie des engagements obtenus, 901 à 904",CONTREPARTIES DES ENGAGEMENTS,91300000,91,0,,Liability,
"Contrepartie des engagements obtenus, 901 à 904",CONTREPARTIES DES ENGAGEMENTS,91400000,91,0,,Liability,
"Contrepartie des engagements accordés, 905 à 908",CONTREPARTIES DES ENGAGEMENTS,91500000,91,0,,Liability,
"Contrepartie des engagements accordés, 905 à 908",CONTREPARTIES DES ENGAGEMENTS,91600000,91,0,,Liability,
"Contrepartie des engagements accordés, 905 à 908",CONTREPARTIES DES ENGAGEMENTS,91700000,91,0,,Liability,
"Contrepartie des engagements accordés, 905 à 908",CONTREPARTIES DES ENGAGEMENTS,91800000,91,0,,Liability,
Comptes réfléchis,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,92,Classes 9,1,,Liability,
Comptes de reclassements,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,93,Classes 9,1,,Liability,
Comptes de coûts,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,94,Classes 9,1,,Liability,
Comptes de stocks,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,95,Classes 9,1,,Liability,
Comptes d’écarts sur coûts préétablis,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,96,Classes 9,1,,Liability,
Comptes de différences de traitement comptable,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,97,Classes 9,1,,Liability,
Comptes de résultats,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,98,Classes 9,1,,Liability,
Comptes de liaisons internes,Comptes des engagements hors bilan et comptes de la comptabilité analytique de gestion,99,Classes 9,1,,Liability,
